2.00000000e-05,4.45240155e+00,2.00000000e-05.1,-3.04980398e-01,2.00000000e-05.2,3.03572143e-01,2.00000000e-05.3,2.58053978e+00
2.00299568e-05,2.1564282,2.00299568e-05,0.000479180391,2.00299568e-05,0.147028861,2.00299568e-05,2.5735234
2.00309568e-05,2.1598483,2.00309568e-05,-0.0004565961,2.00309568e-05,0.147262049,2.00309568e-05,2.57319999
2.00319568e-05,2.15585392,2.00319568e-05,0.000432387461,2.00319568e-05,0.146989706,2.00319568e-05,2.57287666
2.00329568e-05,2.1591814,2.00329568e-05,-0.000410721736,2.00329568e-05,0.147216579,2.00329568e-05,2.57255335
2.00339568e-05,2.15527876,2.00339568e-05,0.000387406363,2.00339568e-05,0.146950491,2.00339568e-05,2.57223012
2.00349568e-05,2.15851567,2.00349568e-05,-0.000366608374,2.00349568e-05,0.147171188,2.00349568e-05,2.57190689
2.00359568e-05,2.15470273,2.00359568e-05,0.000344137838,2.00359568e-05,0.146911216,2.00359568e-05,2.57158375
2.00369568e-05,2.15785111,2.00369568e-05,-0.000324161291,2.00369568e-05,0.147125877,2.00369568e-05,2.57126063
2.00379568e-05,2.15412581,2.00379568e-05,0.000302491142,2.00379568e-05,0.146871881,2.00379568e-05,2.57093758
2.00389568e-05,2.15718771,2.00389568e-05,-0.000283293538,2.00389568e-05,0.147080646,2.00389568e-05,2.57061454
2.00399568e-05,2.15354803,2.00399568e-05,0.000262383145,2.00399568e-05,0.146832487,2.00399568e-05,2.57029159
2.00409568e-05,2.15652546,2.00409568e-05,-0.000243925327,2.00409568e-05,0.147035492,2.00409568e-05,2.56996865
2.00419568e-05,2.15296939,2.00419568e-05,0.00022373702,2.00419568e-05,0.146793034,2.00419568e-05,2.56964579
2.00429568e-05,2.15586434,2.00429568e-05,-0.000205982792,2.00429568e-05,0.146990416,2.00429568e-05,2.56932294
2.00439568e-05,2.15238991,2.00439568e-05,0.000186481722,2.00439568e-05,0.146753524,2.00439568e-05,2.56900017
2.00449568e-05,2.15520434,2.00449568e-05,-0.000169397504,2.00449568e-05,0.146945416,2.00449568e-05,2.56867741
2.00459568e-05,2.15180962,2.00459568e-05,0.000150551322,2.00459568e-05,0.146713959,2.00459568e-05,2.56835474
2.00469568e-05,2.15454544,2.00469568e-05,-0.000134105934,2.00469568e-05,0.146900491,2.00469568e-05,2.56803207
2.00479568e-05,2.15122852,2.00479568e-05,0.000115884423,2.00479568e-05,0.146674339,2.00479568e-05,2.56770949
2.00489568e-05,2.15388761,2.00489568e-05,-0.000100048596,2.00489568e-05,0.14685564,2.00489568e-05,2.56738692
2.00499568e-05,2.15064665,2.00499568e-05,8.2423551e-05,2.00499568e-05,0.146634665,2.00499568e-05,2.56706443
2.00509568e-05,2.15323084,2.00509568e-05,-6.71700853e-05,2.00509568e-05,0.14681086,2.00509568e-05,2.56674195
2.00519568e-05,2.15006401,2.00519568e-05,5.01150947e-05,2.00519568e-05,0.14659494,2.00519568e-05,2.56641955
2.00529568e-05,2.1525751,2.00529568e-05,-3.54184156e-05,2.00529568e-05,0.146766151,2.00529568e-05,2.56609717
2.00539568e-05,2.14948065,2.00539568e-05,1.89087593e-05,2.00539568e-05,0.146555165,2.00539568e-05,2.56577487
2.00549568e-05,2.15192038,2.00549568e-05,-4.74483008e-06,2.00549568e-05,0.14672151,2.00549568e-05,2.56545258
2.00559568e-05,2.14889656,2.00559568e-05,-1.12427529e-05,2.00559568e-05,0.146515342,2.00559568e-05,2.56513036
2.00569568e-05,2.15126665,2.00569568e-05,2.48965275e-05,2.00569568e-05,0.146676938,2.00569568e-05,2.56480817
2.00579568e-05,2.14831178,2.00579568e-05,-4.03839898e-05,2.00579568e-05,0.146475471,2.00579568e-05,2.56448604
2.00589568e-05,2.15061389,2.00589568e-05,5.3548797e-05,2.00589568e-05,0.146632432,2.00589568e-05,2.56416394
2.00599568e-05,2.14772633,2.00599568e-05,-6.8556772e-05,2.00599568e-05,0.146435554,2.00599568e-05,2.56384191
2.00609568e-05,2.14996208,2.00609568e-05,8.12527269e-05,2.00609568e-05,0.146587991,2.00609568e-05,2.5635199
2.00619568e-05,2.14714023,2.00619568e-05,-9.58007745e-05,2.00619568e-05,0.146395592,2.00619568e-05,2.56319796
2.00629568e-05,2.14931121,2.00629568e-05,0.000108046786,2.00629568e-05,0.146543613,2.00629568e-05,2.56287605
2.00639568e-05,2.14655349,2.00639568e-05,-0.000122153229,2.00639568e-05,0.146355587,2.00639568e-05,2.5625542
2.00649568e-05,2.14866125,2.00649568e-05,0.000133967242,2.00649568e-05,0.146499298,2.00649568e-05,2.56223238
2.00659568e-05,2.14596613,2.00659568e-05,-0.000147649566,2.00659568e-05,0.14631554,2.00659568e-05,2.56191063
2.00669568e-05,2.14801219,2.00669568e-05,0.000159048525,2.00669568e-05,0.146455044,2.00669568e-05,2.5615889
2.00679568e-05,2.14537817,2.00679568e-05,-0.00017232318,2.00679568e-05,0.146275452,2.00679568e-05,2.56126723
2.00689568e-05,2.14736401,2.00689568e-05,0.000183323136,2.00689568e-05,0.14641085,2.00689568e-05,2.5609456
2.00699568e-05,2.14478964,2.00699568e-05,-0.000196205792,2.00699568e-05,0.146235325,2.00699568e-05,2.56062403
2.00709568e-05,2.14671669,2.00709568e-05,0.000206822004,2.00709568e-05,0.146366714,2.00709568e-05,2.56030249
2.00719568e-05,2.14420053,2.00719568e-05,-0.000219327517,2.00719568e-05,0.146195159,2.00719568e-05,2.55998101
2.00729568e-05,2.14607021,2.00729568e-05,0.00022957446,2.00729568e-05,0.146322636,2.00729568e-05,2.55965956
2.00739568e-05,2.14361088,2.00739568e-05,-0.000241716879,2.00739568e-05,0.146154955,2.00739568e-05,2.55933817
2.00749568e-05,2.14542456,2.00749568e-05,0.000251608237,2.00749568e-05,0.146278615,2.00749568e-05,2.55901682
2.00759568e-05,2.1430207,2.00759568e-05,-0.000263400989,2.00759568e-05,0.146114716,2.00759568e-05,2.55869552
2.00769568e-05,2.14477973,2.00769568e-05,0.000272949848,2.00769568e-05,0.146234649,2.00769568e-05,2.55837426
2.00779568e-05,2.14243,2.00779568e-05,-0.000284405666,2.00779568e-05,0.146074441,2.00779568e-05,2.55805306
2.00789568e-05,2.1441357,2.00789568e-05,0.000293624465,2.00789568e-05,0.146190738,2.00789568e-05,2.55773189
2.00799568e-05,2.1418388,2.00799568e-05,-0.0003047555,2.00799568e-05,0.146034132,2.00799568e-05,2.55741078
2.00809568e-05,2.14349245,2.00809568e-05,0.000313656089,2.00809568e-05,0.14614688,2.00809568e-05,2.5570897
2.00819568e-05,2.14124712,2.00819568e-05,-0.000324473863,2.00819568e-05,0.14599379,2.00819568e-05,2.55676868
2.00829568e-05,2.14284996,2.00829568e-05,0.000333067497,2.00829568e-05,0.146103075,2.00829568e-05,2.5564477
2.00839568e-05,2.14065496,2.00839568e-05,-0.000343583071,2.00839568e-05,0.145953415,2.00839568e-05,2.55612677
2.00849568e-05,2.14220824,2.00849568e-05,0.000351880551,2.00849568e-05,0.146059321,2.00849568e-05,2.55580588
2.00859568e-05,2.14006234,2.00859568e-05,-0.000362104439,2.00859568e-05,0.14591301,2.00859568e-05,2.55548505
2.00869568e-05,2.14156725,2.00869568e-05,0.000370115974,2.00869568e-05,0.146015617,2.00869568e-05,2.55516425
2.00879568e-05,2.13946928,2.00879568e-05,-0.000380058188,2.00879568e-05,0.145872574,2.00879568e-05,2.55484351
2.00889568e-05,2.14092699,2.00889568e-05,0.000387793654,2.00889568e-05,0.145971963,2.00889568e-05,2.5545228
2.00899568e-05,2.13887578,2.00899568e-05,-0.000397463775,2.00899568e-05,0.145832108,2.00899568e-05,2.55420215
2.00909568e-05,2.14028745,2.00909568e-05,0.000404932546,2.00909568e-05,0.145928358,2.00909568e-05,2.55388154
2.00919568e-05,2.13828187,2.00919568e-05,-0.000414339771,2.00919568e-05,0.145791614,2.00919568e-05,2.55356098
2.00929568e-05,2.1396486,2.00929568e-05,0.000421550727,2.00929568e-05,0.1458848,2.00929568e-05,2.55324046
2.00939568e-05,2.13768755,2.00939568e-05,-0.000430703865,2.00939568e-05,0.145751092,2.00939568e-05,2.55292
2.00949568e-05,2.13901045,2.00949568e-05,0.000437665717,2.00949568e-05,0.14584129,2.00949568e-05,2.55259956
2.00959568e-05,2.13709283,2.00959568e-05,-0.000446573092,2.00959568e-05,0.145710544,2.00959568e-05,2.55227919
2.00969568e-05,2.13837297,2.00969568e-05,0.000453294011,2.00969568e-05,0.145797826,2.00969568e-05,2.55195886
2.00979568e-05,2.13649774,2.00979568e-05,-0.000461963659,2.00979568e-05,0.145669969,2.00979568e-05,2.55163858
2.00989568e-05,2.13773616,2.00989568e-05,0.000468451515,2.00989568e-05,0.145754407,2.00989568e-05,2.55131833
2.00999568e-05,2.13590227,2.00999568e-05,-0.00047689123,2.00999568e-05,0.145629369,2.00999568e-05,2.55099815
2.01009568e-05,2.1371,2.01009568e-05,0.000483153611,2.01009568e-05,0.145711032,2.01009568e-05,2.55067799
2.01019568e-05,2.13530645,2.01019568e-05,-0.000491370733,2.01019568e-05,0.145588745,2.01019568e-05,2.5503579
2.01029568e-05,2.13646448,2.01029568e-05,0.000497414807,2.01029568e-05,0.145667702,2.01029568e-05,2.55003784
2.01039568e-05,2.13471028,2.01039568e-05,-0.000505416505,2.01039568e-05,0.145548097,2.01039568e-05,2.54971784
2.01049568e-05,2.13582959,2.01049568e-05,0.000511249282,2.01049568e-05,0.145624414,2.01049568e-05,2.54939787
2.01059568e-05,2.13411377,2.01059568e-05,-0.000519042325,2.01059568e-05,0.145507426,2.01059568e-05,2.54907796
2.01069568e-05,2.13519532,2.01069568e-05,0.000524670463,2.01069568e-05,0.145581168,2.01069568e-05,2.54875808
2.01079568e-05,2.13351694,2.01079568e-05,-0.000532261425,2.01079568e-05,0.145466733,2.01079568e-05,2.54843826
2.01089568e-05,2.13456166,2.01089568e-05,0.000537691374,2.01089568e-05,0.145537964,2.01089568e-05,2.54811848
2.01099568e-05,2.13291979,2.01099568e-05,-0.000545086512,2.01099568e-05,0.145426019,2.01099568e-05,2.54779876
2.01109568e-05,2.1339286,2.01109568e-05,0.000550324422,2.01109568e-05,0.145494801,2.01109568e-05,2.54747906
2.01119568e-05,2.13232234,2.01119568e-05,-0.000557529806,2.01119568e-05,0.145385284,2.01119568e-05,2.54715943
2.01129568e-05,2.13329612,2.01129568e-05,0.000562581656,2.01129568e-05,0.145451678,2.01129568e-05,2.54683983
2.01139568e-05,2.1317246,2.01139568e-05,-0.000569603089,2.01139568e-05,0.145344529,2.01139568e-05,2.54652029
2.01149568e-05,2.13266422,2.01149568e-05,0.000574474592,2.01149568e-05,0.145408594,2.01149568e-05,2.54620078
2.01159568e-05,2.13112657,2.01159568e-05,-0.000581317726,2.01159568e-05,0.145303754,2.01159568e-05,2.54588133
2.01169568e-05,2.13203289,2.01169568e-05,0.000586014316,2.01169568e-05,0.145365548,2.01169568e-05,2.54556192
2.01179568e-05,2.13052827,2.01179568e-05,-0.000592684558,2.01179568e-05,0.145262961,2.01179568e-05,2.54524256
2.01189568e-05,2.13140211,2.01189568e-05,0.000597211569,2.01189568e-05,0.145322541,2.01189568e-05,2.54492324
2.01199568e-05,2.1299297,2.01199568e-05,-0.000603714093,2.01199568e-05,0.14522215,2.01199568e-05,2.54460397
2.01209568e-05,2.13077188,2.01209568e-05,0.000608076671,2.01209568e-05,0.145279571,2.01209568e-05,2.54428474
2.01219568e-05,2.12933088,2.01219568e-05,-0.000614416511,2.01219568e-05,0.145181321,2.01219568e-05,2.54396557
2.01229568e-05,2.13014219,2.01229568e-05,0.000618619578,2.01229568e-05,0.145236638,2.01229568e-05,2.54364643
2.01239568e-05,2.12873182,2.01239568e-05,-0.000624801513,2.01239568e-05,0.145140476,2.01239568e-05,2.54332735
2.01249568e-05,2.12951303,2.01249568e-05,0.000628849795,2.01249568e-05,0.14519374,2.01249568e-05,2.5430083
2.01259568e-05,2.12813251,2.01259568e-05,-0.000634878586,2.01259568e-05,0.145099614,2.01259568e-05,2.54268931
2.01269568e-05,2.12888439,2.01269568e-05,0.000638776689,2.01269568e-05,0.145150879,2.01269568e-05,2.54237036
2.01279568e-05,2.12753298,2.01279568e-05,-0.000644656759,2.01279568e-05,0.145058737,2.01279568e-05,2.54205146
2.01289568e-05,2.12825626,2.01289568e-05,0.000648409127,2.01289568e-05,0.145108052,2.01289568e-05,2.5417326
2.01299568e-05,2.12693323,2.01299568e-05,-0.00065414487,2.01299568e-05,0.145017845,2.01299568e-05,2.5414138
2.01309568e-05,2.12762863,2.01309568e-05,0.000657755729,2.01309568e-05,0.145065259,2.01309568e-05,2.54109503
2.01319568e-05,2.12633327,2.01319568e-05,-0.000663351408,2.01319568e-05,0.144976939,2.01319568e-05,2.54077631
2.01329568e-05,2.1270015,2.01329568e-05,0.000666824843,2.01329568e-05,0.1450225,2.01329568e-05,2.54045763
2.01339568e-05,2.12573311,2.01339568e-05,-0.000672284464,2.01339568e-05,0.144936019,2.01339568e-05,2.54013901
2.01349568e-05,2.12637485,2.01349568e-05,0.000675624605,2.01349568e-05,0.144979774,2.01349568e-05,2.53982043
2.01359568e-05,2.12513275,2.01359568e-05,-0.000680952063,2.01359568e-05,0.144895086,2.01359568e-05,2.5395019
2.01369568e-05,2.12574868,2.01369568e-05,0.000684162641,2.01369568e-05,0.14493708,2.01369568e-05,2.5391834
2.01379568e-05,2.12453221,2.01379568e-05,-0.000689361806,2.01379568e-05,0.14485414,2.01379568e-05,2.53886496
2.01389568e-05,2.12512297,2.01389568e-05,0.00069244666,2.01389568e-05,0.144894419,2.01389568e-05,2.53854656
2.01399568e-05,2.12393149,2.01399568e-05,-0.000697521107,2.01399568e-05,0.144813182,2.01399568e-05,2.53822822
2.01409568e-05,2.12449773,2.01409568e-05,0.000700483795,2.01409568e-05,0.144851789,2.01409568e-05,2.53790991
2.01419568e-05,2.1233306,2.01419568e-05,-0.000705437138,2.01419568e-05,0.144772212,2.01419568e-05,2.53759165
2.01429568e-05,2.12387294,2.01429568e-05,0.000708281154,2.01429568e-05,0.14480919,2.01429568e-05,2.53727343
2.01439568e-05,2.12272954,2.01439568e-05,-0.0007131168,2.01439568e-05,0.144731231,2.01439568e-05,2.53695527
2.01449568e-05,2.1232486,2.01449568e-05,0.000715845549,2.01449568e-05,0.144766621,2.01449568e-05,2.53663715
2.01459568e-05,2.12212833,2.01459568e-05,-0.000720566857,2.01459568e-05,0.144690239,2.01459568e-05,2.53631907
2.01469568e-05,2.1226247,2.01469568e-05,0.000723183554,2.01469568e-05,0.144724082,2.01469568e-05,2.53600104
2.01479568e-05,2.12152698,2.01479568e-05,-0.000727793739,2.01479568e-05,0.144649238,2.01479568e-05,2.53568306
2.01489568e-05,2.12200123,2.01489568e-05,0.000730301656,2.01489568e-05,0.144681573,2.01489568e-05,2.53536512
2.01499568e-05,2.12092548,2.01499568e-05,-0.000734803816,2.01499568e-05,0.144608226,2.01499568e-05,2.53504723
2.01509568e-05,2.12137818,2.01509568e-05,0.000737205935,2.01509568e-05,0.144639093,2.01509568e-05,2.53472938
2.01519568e-05,2.12032384,2.01519568e-05,-0.000741603096,2.01519568e-05,0.144567206,2.01519568e-05,2.53441158
2.01529568e-05,2.12075555,2.01529568e-05,0.000743902402,2.01529568e-05,0.144596641,2.01529568e-05,2.53409382
2.01539568e-05,2.11972208,2.01539568e-05,-0.000748197551,2.01539568e-05,0.144526177,2.01539568e-05,2.53377612
2.01549568e-05,2.12013333,2.01549568e-05,0.000750396986,2.01549568e-05,0.144554217,2.01549568e-05,2.53345845
2.01559568e-05,2.11912019,2.01559568e-05,-0.000754592864,2.01559568e-05,0.144485139,2.01559568e-05,2.53314084
2.01569568e-05,2.11951152,2.01569568e-05,0.000756695188,2.01569568e-05,0.14451182,2.01569568e-05,2.53282327
2.01579568e-05,2.11851819,2.01579568e-05,-0.000760794614,2.01579568e-05,0.144444094,2.01579568e-05,2.53250574
2.01589568e-05,2.1188901,2.01589568e-05,0.000762802532,2.01589568e-05,0.144469451,2.01589568e-05,2.53218826
2.01599568e-05,2.11791609,2.01599568e-05,-0.000766808199,2.01599568e-05,0.144403041,2.01599568e-05,2.53187083
2.01609568e-05,2.11826907,2.01609568e-05,0.000768724334,2.01609568e-05,0.144427109,2.01609568e-05,2.53155344
2.01619568e-05,2.11731388,2.01619568e-05,-0.000772638768,2.01619568e-05,0.144361982,2.01619568e-05,2.5312361
2.01629568e-05,2.11764843,2.01629568e-05,0.000774465677,2.01629568e-05,0.144384792,2.01629568e-05,2.5309188
2.01639568e-05,2.11671157,2.01639568e-05,-0.000778291468,2.01639568e-05,0.144320915,2.01639568e-05,2.53060155
2.01649568e-05,2.11702817,2.01649568e-05,0.000780031599,2.01649568e-05,0.144342502,2.01649568e-05,2.53028435
2.01659568e-05,2.11610917,2.01659568e-05,-0.000783771083,2.01659568e-05,0.144279843,2.01659568e-05,2.52996719
2.01669568e-05,2.11640828,2.01669568e-05,0.000785426896,2.01669568e-05,0.144300237,2.01669568e-05,2.52965007
2.01679568e-05,2.11550669,2.01679568e-05,-0.000789082505,2.01679568e-05,0.144238765,2.01679568e-05,2.52933301
2.01689568e-05,2.11578876,2.01689568e-05,0.000790656302,2.01689568e-05,0.144257997,2.01689568e-05,2.52901599
2.01699568e-05,2.11490413,2.01699568e-05,-0.000794230318,2.01699568e-05,0.144197681,2.01699568e-05,2.52869901
2.01709568e-05,2.1151696,2.01709568e-05,0.000795724359,2.01709568e-05,0.144215782,2.01709568e-05,2.52838208
2.01719568e-05,2.11430149,2.01719568e-05,-0.000799219001,2.01719568e-05,0.144156592,2.01719568e-05,2.5280652
2.01729568e-05,2.1145508,2.01729568e-05,0.000800635465,2.01729568e-05,0.144173591,2.01729568e-05,2.52774836
2.01739568e-05,2.11369879,2.01739568e-05,-0.000804052859,2.01739568e-05,0.144115499,2.01739568e-05,2.52743157
2.01749568e-05,2.11393235,2.01749568e-05,0.000805393937,2.01749568e-05,0.144131424,2.01749568e-05,2.52711482
2.01759568e-05,2.11309602,2.01759568e-05,-0.000808736266,2.01759568e-05,0.144074401,2.01759568e-05,2.52679812
2.01769568e-05,2.11331424,2.01769568e-05,0.000810003928,2.01769568e-05,0.14408928,2.01769568e-05,2.52648146
2.01779568e-05,2.11249319,2.01779568e-05,-0.000813273227,2.01779568e-05,0.1440333,2.01779568e-05,2.52616486
2.01789568e-05,2.11269648,2.01789568e-05,0.000814469572,2.01789568e-05,0.14404716,2.01789568e-05,2.52584829
2.01799568e-05,2.11189032,2.01799568e-05,-0.000817667771,2.01799568e-05,0.143992194,2.01799568e-05,2.52553177
2.01809568e-05,2.11207905,2.01809568e-05,0.000818794662,2.01809568e-05,0.144005062,2.01809568e-05,2.5252153
2.01819568e-05,2.11128739,2.01819568e-05,-0.000821923661,2.01819568e-05,0.143951086,2.01819568e-05,2.52489887
2.01829568e-05,2.11146195,2.01829568e-05,0.000822983106,2.01829568e-05,0.143962987,2.01829568e-05,2.52458249
2.01839568e-05,2.11068442,2.01839568e-05,-0.000826044802,2.01839568e-05,0.143909974,2.01839568e-05,2.52426616
